Total,Mode0,Mode1,Mode2,Mode3,Mode4,Mode5,Mode6,Mode7,Mode8,Mode9,Mode10
50.98,20.42,15.02,13.04,12.47,11.35,16.15,14.37,9.06,23.56,33.53,16.09
