Actual,Predict,Actual0,Predict0,Actual1,Predict1,Actual2,Predict2,Actual3,Predict3,Actual4,Predict4,Actual5,Predict5,Actual6,Predict6,Actual7,Predict7,Actual8,Predict8,Actual9,Predict9,Actual10,Predict10
1578.0,1562.4719,25.163123718781865,-1.3932071,1.0030468967101727,7.5364075,26.48442412238067,30.339617,-1.0037825137144947,-3.8961506,72.96916622274851,69.58078,-94.77861640909045,-90.68279,109.43842129304147,108.72141,141.42451313220062,138.96152,441.66706243007786,393.07526,-443.0749221967399,-384.06543,1329.9989228874358,1294.2946
1554.0,1571.0416,-9.56673862026025,6.0212383,-14.417584572107428,1.7454528,12.737469297333279,27.428974,9.978498609881557,-1.5783343,58.914665687590166,74.45417,-81.62866002569015,-94.25579,102.00227476237127,107.47872,141.92966196789874,141.38174,389.4897884715032,411.3597,-351.8253960801884,-423.21802,1288.9251294216442,1320.2238
1565.0,1538.6631,4.677809482222455,0.7466041,-6.724833967737217,-9.106952,15.503720756903075,15.601719,3.634228870211894,9.807772,79.52141248333541,59.92096,-87.02156207540631,-80.96198,94.61948220390465,99.89716,156.1027152624136,141.88097,400.7340938331572,365.2758,-352.76672695027753,-345.22406,1276.0093120197146,1280.8252
1576.0,1556.3896,17.887171145899135,-0.3218439,-13.769619857765154,-2.70189,3.355608780506554,15.970804,-0.7151766240049114,2.4270432,73.93894390825507,80.87351,-82.80463643114624,-86.4145,100.49030708487085,92.35085,147.26241501858328,156.58728,400.898531033107,375.0322,-360.1744115324222,-346.07355,1287.9564357993127,1268.6598
1576.0,1536.665,-2.1995198639385314,-1.3292505,12.039830417936171,-6.242465,-10.16517172025665,3.4380982,8.63237548706489,-0.84346664,73.84472744411245,75.05968,-76.69534232778388,-82.096176,98.74509819028721,98.374916,153.23664020367542,147.41824,413.0074098109158,375.19925,-372.57929863610644,-352.3822,1278.325455152663,1280.0684
1576.0,1555.3977,-3.590289808383977,6.8583846,-3.994059117544481,7.2703276,3.872427386366869,-10.169013,13.097249477037842,8.689718,71.63903191825607,74.82246,-69.87933012314026,-75.970795,99.88729418223656,96.613365,131.82284092072013,153.62852,406.8504727909578,385.89725,-365.6193820404014,-363.04144,1299.2577759476912,1270.7988
1579.0,1569.2891,-4.987734525717152,8.496843,6.249360070763212,-1.3288077,7.295562126639659,1.2214389,4.2243226150057955,13.718767,77.10360859352747,72.64747,-55.83225228197219,-69.10836,75.68181236615837,97.81786,147.94739584199564,131.37845,429.5916047849537,380.2815,-387.33672271671924,-356.92615,1298.5314269108148,1291.0901
1577.0,1576.3662,-13.562781600298429,5.65807,-3.664157164191848,1.864544,5.632180740523554,5.3758464,0.22451567446329648,3.7496057,58.80609623897899,78.31272,-57.786593179543836,-55.116283,83.3687646673628,73.14866,156.62281047987128,148.1027,404.64998109698695,400.5599,-377.61013511727674,-375.43744,1303.3599201614595,1290.1478
1546.0,1542.0342,-32.684124383813,-3.139276,-15.373211550685536,-4.6068525,-14.156208066582707,3.9437504,8.647973223942717,-0.634269,60.00711134765685,59.461018,-54.566147280225074,-56.96916,86.41342597233513,80.99871,138.5213444424367,157.04869,414.3117920023505,378.3484,-365.4104129635055,-367.2162,1295.4384010663337,1294.7994
1516.0,1539.9191,-3.5503246130864103,5.1011186,-16.259645149325646,-9.300262,-13.52281053547352,-11.596267,-11.88266403811424,9.1419,54.977271795289056,60.477947,-49.26806982821073,-53.854702,75.76150363588238,84.15963,164.827483811044,138.34964,418.7496747925745,387.03677,-366.12180459861753,-356.75696,1278.8453016391907,1287.1603
1519.0,1511.9524,-13.701409095667078,-6.499463,-17.44595913937824,-6.692038,-16.81016107295245,-12.012084,-16.630511516802944,-13.438963,51.994358225422204,55.478897,-47.58699281947143,-48.544643,72.52222563688453,73.29008,156.43893054935748,165.5367,376.82986850816076,390.94095,-313.8023699546011,-357.5384,1272.7741551521117,1271.4314
1519.0,1500.4939,3.6618070382275323,3.1871235,-6.343702192642882,-8.919164,-10.568407000050167,-14.249796,-19.03164129483891,-18.312483,37.837159365682645,52.48265,-40.29067789858568,-46.861713,69.57966319920916,70.0178,159.42046979123185,156.84814,390.22894254346073,353.83063,-331.1536730830994,-313.02533,1272.3069145046104,1265.4961
1519.0,1484.5557,-9.537037093980986,-4.035477,-2.129258049849653,-7.9198484,-37.51108598966107,-10.421324,-15.407544589810879,-21.529406,33.82689109663861,37.764103,-47.529610680833684,-39.63011,65.51826678084228,67.05549,159.3684265916448,159.94978,402.6638151882537,365.93686,-348.8847817702717,-327.80585,1288.9488119238626,1265.1915
1522.0,1477.1394,4.256197508310151,1.7677006,6.854320012313075,1.7252547,-15.640293998768144,-33.880833,-25.679046635677793,-17.39882,27.026896723271776,33.876194,-29.075992985732054,-46.87413,55.321488079287384,62.936623,164.98507182781137,159.90132,411.2628282837037,376.73303,-360.672697572903,-342.74628,1287.185588392889,1281.0994
1513.0,1493.6682,-13.938375470739386,2.260259,14.154833264100636,8.088496,1.1448874641170539,-15.382843,-30.222315878450615,-28.9171,26.5054846474333,26.81978,-42.742815121300524,-28.48626,61.84307791279318,52.596207,157.1758354897461,165.69453,419.4434852015425,384.25436,-373.20039521057487,-352.7196,1295.069754805052,1279.4604
1490.0,1493.4446,-22.65471802135555,5.0889044,11.422896882605794,6.1666393,-16.248990596925186,-0.24569191,-28.757214292753325,-33.815094,16.457080589585168,26.468594,-31.8337319447918,-42.092953,54.77282931490092,59.338165,163.41945964181843,157.63911,385.707257957657,391.5771,-334.022282626523,-363.5672,1287.9878104979828,1286.887
1470.0,1470.2692,-14.76038555285237,-2.5959444,-22.013388788654375,6.893066,-7.435080427096246,-15.50969,-35.15932912347719,-31.704948,10.538495495293784,16.224236,-23.864876555752247,-31.305567,47.98166134365884,52.135727,182.04614613354886,164.08043,389.27403925074526,361.93448,-349.1579276086598,-330.0916,1279.1297253710284,1280.209
1457.0,1447.5144,-3.9178802820968497,-0.8325093,-13.200956089639867,-16.536654,-14.751395561137505,-5.187726,-36.51027423650563,-38.32277,0.5613103962878595,9.984881,-33.98718198912374,-23.391224,60.22177451211324,45.321373,166.11054737671157,182.96114,377.93931815632317,365.08493,-333.49468061815725,-342.99286,1286.16798359549,1271.4259
1457.0,1442.413,-3.3167398508166688,7.0521235,6.958900412730917,-5.5947776,-25.28281265657981,-13.929247,-40.85959657790681,-39.672653,-2.763466702376922,-0.14542913,-30.217878000358443,-33.420288,47.03585622358555,57.767403,145.81866986831582,166.85835,403.1266345796319,354.8246,-318.4026421631078,-329.82043,1271.6792855266954,1278.4933
1457.0,1422.8685,-22.136352927186763,0.24725933,9.918833677223175,5.924375,-14.589083876497352,-21.97883,-39.06161352713812,-43.381165,-6.303542930552311,-3.3887777,-35.54806700450946,-29.73415,51.22125517461374,44.34017,159.9771864682481,145.92122,408.7491299733757,377.1754,-343.4239922935393,-316.70996,1278.2647583568112,1264.453
1428.0,1431.343,4.498382395454089,0.3811961,0.0772346489637224,4.4934926,-21.506144881455768,-14.425714,-41.48404527564153,-41.40177,-21.91856288860563,-6.752898,-30.2015992114116,-35.091316,41.04420671356041,48.73436,169.42842855769234,160.52785,388.39134214932074,382.06705,-337.3075949411085,-338.0528,1286.16128604977,1270.8636
1395.0,1405.9877,-17.544591429017423,0.91543937,-27.515942889625048,0.9555418,-18.62515135576916,-17.018854,-48.80347247805517,-43.60973,-19.74837389632963,-23.786755,-31.52062828098084,-29.751238,43.185582658946416,38.329582,172.12378294657924,170.24788,390.90324203964724,364.31326,-352.27225013356207,-332.9757,1289.4992147403295,1278.3683
1304.0,1387.237,-28.84729639030613,3.8994572,-32.813055334367164,-15.882566,-40.00634621464158,-15.935284,-57.782828644167836,-48.481083,-34.51055643210356,-21.086863,-31.832982566338913,-31.148603,42.89331708725794,40.579056,150.94016969171818,172.99063,427.0583272705008,366.44864,-381.2646657509582,-345.59082,1302.1414845899862,1281.4445
1231.0,1344.9492,-23.637023178099195,9.426206,-67.27483779989697,-17.689272,-49.5092591890156,-35.150864,-61.6685598227201,-55.895744,-37.59530045927076,-37.43061,-54.13208666235818,-31.41305,46.53439703653331,40.288094,164.9432654816412,151.2452,421.129518166009,398.27484,-399.6926582086091,-370.31897,1311.8972658385649,1293.6134
1147.0,1295.0034,-38.76020336654475,13.858219,-63.13399504370863,-41.12978,-85.169162895718,-43.704803,-90.71812428150751,-59.513306,-63.839740554725324,-40.554558,-42.25741997385829,-53.691086,43.83056779940665,44.09162,165.9948533644427,165.68439,381.42426763765593,392.96823,-321.7180026014973,-386.00037,1265.7983393430156,1302.9949
1147.0,1210.8535,-1.6834667808100083,14.988087,-44.92060050194099,-39.136448,-100.66244605740826,-76.476845,-103.9953051317059,-84.93646,-72.21834364080254,-67.26812,-62.03045204561209,-41.93657,39.86973838158724,41.39827,157.5262646673312,166.78456,409.00344947274675,358.22757,-357.98383087757026,-319.73364,1283.224117863467,1258.9431
1147.0,1152.3784,14.19530918059259,7.7395186,-26.309499854083995,-28.949966,-82.08150173645552,-93.20297,-121.61516428694192,-98.36989,-95.42125759984515,-76.108345,-78.55053793760335,-61.57201,47.77492407205185,37.33355,165.51008552246907,158.0465,395.4093686233973,382.31918,-384.663987091211,-350.43964,1313.042842734916,1275.5825
1125.0,1134.376,-20.00889997245129,3.9182696,-1.6724986051898973,-13.332167,-81.4691611272595,-74.99334,-121.06065366838462,-116.35559,-100.58178522899514,-99.72198,-87.41996834347356,-78.08248,47.170721130604946,45.400284,153.62994088230946,166.29202,415.76864380186584,370.33282,-376.6788752909582,-373.17273,1291.318063827753,1304.0908
1064.0,1127.5559,-63.92900548708639,4.3841095,-11.060392490278137,1.1701703,-54.226446864086874,-74.90069,-134.44704854777228,-115.00117,-128.16989854407888,-104.99604,-103.59415343390384,-87.06252,55.1418821522879,44.814636,151.82422925157292,154.03487,403.2822699521355,388.4307,-357.7075131144906,-366.54883,1281.952066903518,1283.2307
1009.0,1094.9965,-56.670811008886474,8.868356,-23.02537023696592,-3.7268004,-57.24117534275953,-50.904564,-138.4289151107333,-129.473,-143.76015657549135,-132.79529,-119.54595151925706,-103.32521,53.02450967492427,52.899796,149.2815552387102,152.21474,389.7230473783735,377.43146,-328.2131801102624,-350.47797,1260.5364363576903,1274.2849
1020.0,1042.0293,23.365947979989777,12.046656,-42.0351501448262,-11.39715,-62.58343922353552,-51.794903,-135.39652183458423,-133.06696,-151.26117321657887,-148.83733,-136.7896407663308,-119.543106,44.20274227622955,50.780624,156.40034993692285,149.62587,420.9188541538765,365.6523,-398.26509760494577,-325.38483,1296.9042768534202,1253.9481
1031.0,989.8086,-23.7279677867458,-4.078315,-5.040888973621614,-23.094027,-19.95540517753148,-55.215126,-142.39268233070817,-130.37788,-168.64326758590974,-155.80513,-152.05372555837013,-136.8733,57.17275703010221,41.76362,149.39775861342156,156.95706,393.2027336393003,392.9317,-369.59565424595775,-385.02148,1290.4246285141353,1288.6215
1031.0,1026.6509,-12.002870501150534,18.029219,15.849395675331339,-6.272493,-25.09729275404911,-18.479366,-124.52449631777256,-136.43024,-181.48007829542834,-173.22928,-166.65913737454045,-152.34392,56.56831986139548,55.012817,136.7392810523325,149.74823,392.3008160446638,368.5345,-337.89804822752853,-360.48743,1264.413993138632,1282.5688
1031.0,996.5147,-28.644406076426986,-0.101425976,24.95111501740799,8.974082,-15.332546161900998,-23.275036,-119.83439058037634,-119.18029,-190.03615190649361,-185.52109,-172.6726797346319,-167.27507,45.9262539956271,54.377747,160.08446599562924,136.63765,420.668620376729,367.85223,-402.68325183313124,-333.409,1290.4275814994648,1257.4349
1023.0,1017.6256,8.09375980099036,6.8366857,-4.982370956314684,15.972145,7.150946499624793,-14.267103,-107.60342661895051,-114.65167,-194.7204536097657,-193.65521,-185.75617039018653,-173.19662,52.72033142772908,43.61155,121.75720075170187,160.76414,387.826436002846,392.78162,-346.00983342427236,-388.78094,1281.7292076192048,1282.211
1003.0,983.26483,6.61115480582499,-1.7148135,-25.384643592793452,-2.8041685,22.111154553807495,6.6453557,-83.38780318480737,-103.019806,-211.9071381252952,-198.15689,-204.95564454048915,-186.93532,47.22155983734321,50.54805,153.27491217724724,121.13217,420.15761453712116,363.93546,-431.1520445820036,-340.34222,1309.6500476425556,1273.977
1008.0,990.1969,-15.810223813454977,3.8363056,1.0658566001277112,-12.910784,30.66080001363297,22.360292,-87.81412491695659,-80.02657,-207.494267299699,-214.57884,-222.40527025554354,-206.93268,55.77555080975444,44.853867,150.99889467414593,153.7943,372.7927408458983,392.30112,-352.9425669131743,-413.11255,1271.33691033618,1300.6124
1018.0,987.9807,9.438972966680284,2.0648375,-4.398150066560643,2.6611183,18.802209808986692,28.922983,-50.6328613766698,-83.53233,-216.15895442211686,-209.8398,-218.89993097561998,-225.16599,36.44291870025549,53.58155,144.3660575481695,151.47867,398.4107463755837,350.08408,-355.97355741971194,-346.45416,1265.379611570056,1264.1798
1093.0,986.07214,50.39808347822408,2.331701,41.275255169638044,-4.9794216,12.637851543951893,19.168337,-44.927767231428845,-52.37304,-213.4782273289488,-217.75291,-228.66117926818484,-221.53189,58.73346360994799,33.870377,116.82383867992901,144.60356,385.39963815665584,373.22482,-323.3446222350013,-348.82385,1247.9634533821952,1258.3345
1093.0,989.1876,-16.366322816350216,-9.867281,42.1576473484498,23.671377,47.589598146617526,14.421754,-12.204048647867234,-48.295334,-207.1612229341923,-214.60732,-230.58389610178094,-231.60146,26.526374242278948,56.686394,138.51237254095435,116.10096,382.61792454220813,361.8705,-361.05858362561025,-321.0027,1291.5984145102389,1241.8107
1093.0,1061.9114,-14.03457184902905,1.592915,38.27007298394677,24.132996,49.02595145903892,42.256943,18.83176636148702,-16.401829,-200.65134616019645,-208.07338,-244.97461253861442,-233.62733,28.3121856987918,23.841827,134.45918610076805,138.51596,410.2454057721559,359.4551,-381.9802590176934,-353.3067,1277.4882110887586,1283.5249
1217.0,1081.5032,73.52743113739608,2.7274616,30.825789614249413,25.114563,71.30666583045529,43.979626,37.077550107217355,17.53534,-190.0322730350411,-201.7838,-238.9225641657518,-248.51949,22.1723553291459,25.718811,134.34900661722364,134.33194,407.1800919275271,383.58472,-379.3446507434444,-371.03296,1279.803680162757,1269.8469
1339.0,1115.6017,64.38397812150525,-8.849856,69.56049568963401,18.797792,74.96699154061152,62.32512,76.20557634162913,38.5971,-173.53545445266818,-190.959,-239.05077493037084,-242.27954,25.412415990019742,19.522003,131.30183723619322,134.22586,388.7613407553918,380.83276,-372.97556040703785,-368.8155,1290.05830502664,1272.205
1330.0,1185.6296,-12.151456999170541,-19.939325,75.02598346771994,47.009083,82.43332092023566,65.040474,106.88971670039807,73.3052,-151.3344089416085,-174.68282,-238.310379020238,-242.34984,24.132272037753463,22.81681,116.03443209488113,131.05789,425.8358888455393,364.7454,-414.34574430248864,-363.40692,1300.6076174134064,1282.0337
1281.0,1248.4705,-42.097085576552175,-8.494206,11.06022775288281,45.760178,104.23803235142017,72.61948,136.4805397078895,104.941666,-128.54639023178657,-152.3698,-245.09496862714735,-241.6611,16.045533877873407,21.581444,131.51802359291815,115.29424,370.7671396289851,397.32144,-329.2374957736661,-398.55194,1267.8210262066775,1292.029
1231.0,1296.7135,-55.747331762827784,13.655018,-38.01462001218294,8.58027,67.86425954035631,91.25849,142.81778231127907,133.89265,-110.97330538685863,-129.78972,-246.57034800846367,-248.48334,12.25495736243651,13.43866,127.06915276001952,131.26057,390.9907862379729,348.1832,-348.83458930852635,-326.0296,1270.8618614667214,1260.7473
1231.0,1258.4377,0.9715223630495449,21.859386,-50.78037900578771,-29.38188,23.45339628317376,63.254486,138.91602993834223,140.61044,-77.74908428415004,-111.77981,-244.69465252711578,-250.0325,1.5797723901134366,9.675484,113.61880926687746,126.65226,391.5304297746391,366.74738,-328.8701350180274,-342.7481,1262.4854424336365,1263.5807
1231.0,1225.4419,-12.509812130642139,12.955372,-35.78413409229832,-36.23152,-7.4656935028991,30.296268,146.24000593201384,134.81581,-69.78602484429899,-77.01468,-251.2480635705196,-248.14252,-5.707052786379342,-1.1733246,134.45865417215512,112.81015,399.96589875924093,367.24448,-387.52087046514237,-325.6789,1295.3651083452642,1255.5608
1203.0,1203.0864,-22.874467119484226,10.4602585,-15.348119702997172,-33.80006,-21.170381890630907,-3.2315106,121.00156227511455,142.01852,-39.61101677776059,-69.06827,-246.87781468104814,-254.81892,-10.414473652726883,-8.477993,140.7782324204093,134.35718,415.4161023596859,374.59912,-402.12056287080554,-375.8587,1285.7078273975776,1286.9067
1237.0,1208.2133,0.971985977301088,10.938005,12.361634383009193,-14.472844,-33.773008364785305,-21.098051,111.87124385107852,116.3841,-29.626955538668515,-38.69786,-255.24296506069683,-250.2216,8.29159574221942,-13.148819,124.2931955583909,140.91763,374.5484427189911,388.194,-356.33901262153563,-388.44897,1283.5679561759407,1277.8677
1296.0,1208.2211,36.76005214184898,-0.33715832,29.120525139533637,8.580079,-33.55520878812069,-30.060053,94.99176724833968,108.44373,-13.559129512390955,-27.452469,-248.38388288766163,-258.83447,-7.211688929133546,5.692238,113.01989615076522,123.82644,414.3459693302211,351.8564,-391.1376872438283,-349.25427,1297.0865968009987,1275.7606
1339.0,1200.8164,24.39222439267512,-12.95817,41.58278609086747,16.809427,-8.608639119507263,-33.456192,88.1728141802202,92.95724,6.744023377691133,-10.4324045,-245.81475292272137,-251.60254,-15.712786116016787,-9.9282,117.62678617782998,112.20146,397.94833715444867,387.12064,-369.28856150202,-378.62457,1288.404503772966,1288.7297
1372.0,1238.1343,19.980615088113485,-13.846241,51.078053945244946,24.793896,16.98181769537801,-12.229454,93.95834623440892,86.57791,23.381930121798685,10.195545,-252.89462605795387,-248.80576,-3.0346368110447104,-18.39746,120.2470342846793,116.92595,396.29586978243555,372.8125,-365.5375103296351,-360.32922,1278.2323415061614,1280.4366
1372.0,1305.8208,-15.831117166609333,-1.6289676,20.746989590657634,33.83261,46.02840604773994,10.766735,80.45666368529426,92.63277,40.85999776684746,27.236355,-229.6531573074645,-256.131,-13.701346049642588,-5.6962433,116.48298904301068,119.675995,400.86918601797765,371.34262,-366.8650329147781,-356.8424,1282.2669719717926,1270.6323
1372.0,1332.6589,2.590282571329119,-6.462553,-6.492050051956089,14.6755905,42.37051424411361,40.57649,97.49709583997749,79.561584,46.314202733304136,45.03595,-232.65822331091735,-231.87173,-3.592136767560643,-16.312069,121.52889321353886,115.777695,403.5589322856258,375.35266,-364.22951399966394,-358.13324,1263.6634612734606,1274.4585
1385.0,1341.4015,21.22907409061878,2.888363,-19.062046912302122,-3.8077133,42.61921199370483,37.982628,80.81654473644471,95.58572,65.55564484787885,50.173847,-231.5784998713829,-234.88728,-17.30469109910787,-6.132248,124.15362833319654,120.989655,363.13496534829983,377.74713,-318.8189462947088,-355.84088,1275.6622348784483,1256.7023
1364.0,1338.0415,5.299655821196889,-4.6396365,-18.4753880534719,-8.67168,25.99351533730993,40.461407,97.37184912478064,78.73087,66.48142910545872,69.94319,-220.94666707304407,-233.56543,-22.534471633191302,-20.07312,128.45213884568818,123.70272,403.02993768566176,341.1421,-368.80272019799156,-317.15967,1287.133817686851,1268.1708
